userID,Finished,luck,merit,inheritance,SC0,time_submit,treatment,personal_income,education,religion,n_kids,age,female,income_label,redistribution,applied_inequality,high education
039ba0253cb80bae744b02feaf12b675,True,TRUE,FALSE,FALSE,6,107.76,luck,4,5,1,1,63,TRUE,High Income,6,0,TRUE
040ca38cefb1d9226d79c05dd25469cb,True,TRUE,FALSE,FALSE,6,15.334,luck,4,6,1,1,28,TRUE,High Income,6,0,TRUE
04b1f405bc2b567d7e1b73253677abf7,True,FALSE,TRUE,FALSE,8,90.494,merit,1,4,1,4,49,FALSE,Low Income,4,0.3333333333333333,FALSE
05d6f903feb33ea98097b537b4247388,True,FALSE,TRUE,FALSE,8,50.405,merit,3,5,1,1,34,TRUE,Average Income,4,0.3333333333333333,TRUE
06421f5bdd437abc2120676f9b5de141,True,FALSE,TRUE,FALSE,8,78.586,merit,1,4,1,1,60,FALSE,Low Income,4,0.3333333333333333,FALSE
06910cb842f6d58497af36989cf24846,True,FALSE,FALSE,TRUE,8,81.332,inheritance,6,4,1,1,18,FALSE,NA,4,0.3333333333333333,FALSE
073c2ca4a49b2637a1013d69badbb095,True,FALSE,TRUE,FALSE,10,56.914,merit,4,6,1,2,57,FALSE,High Income,2,0.6666666666666666,TRUE
074d749878d53d9647c1b3d92e543c5a,True,TRUE,FALSE,FALSE,6,89.096,luck,1,5,1,0,30,TRUE,Low Income,6,0,TRUE
08184fe275cc06c6eedca6fce1817c5b,True,FALSE,TRUE,FALSE,12,76.026,merit,1,1,1,0,26,TRUE,Low Income,0,1,FALSE
090f8d192c34e198f53938c28c772375,True,FALSE,TRUE,FALSE,10,86.806,merit,6,4,1,1,23,TRUE,NA,2,0.6666666666666666,FALSE
090f9ab99446f75d455cacf85f9d8ed7,True,FALSE,TRUE,FALSE,6,146.3,merit,2,5,1,1,29,TRUE,Low Income,6,0,TRUE
09aa6894316055cad6b726873de0b894,True,FALSE,FALSE,TRUE,8,15.389,inheritance,3,5,1,1,29,TRUE,Average Income,4,0.3333333333333333,TRUE
0a36c70d3f3a6818ec21db502b7123ad,True,FALSE,TRUE,FALSE,6,5.799,merit,3,3,1,1,25,FALSE,Average Income,6,0,FALSE
0b03dead250f2406566af3c6597008e7,True,FALSE,FALSE,TRUE,10,152.564,inheritance,4,6,1,1,34,TRUE,High Income,2,0.6666666666666666,TRUE
0b899259b8cc521f449c2e99e65832a6,True,TRUE,FALSE,FALSE,6,67.09,luck,1,5,1,3,33,TRUE,Low Income,6,0,TRUE
0c8d4d758c93ef390b04823eab1a2bb8,True,FALSE,TRUE,FALSE,12,62.97,merit,4,5,1,0,44,TRUE,High Income,0,1,TRUE
0dc79e354ff49f56ece9be4630da73e7,True,FALSE,TRUE,FALSE,12,17.477,merit,5,3,1,4,45,FALSE,High Income,0,1,FALSE
1104404a97a4b0bc7f895ddf9a4b1d01,True,FALSE,TRUE,FALSE,12,37.934,merit,1,3,1,1,26,FALSE,Low Income,0,1,FALSE
127acb1cbf6312a007ccaa35c6e32d71,True,FALSE,FALSE,TRUE,6,122.396,inheritance,3,1,1,1,63,TRUE,Average Income,6,0,FALSE
1284c5ea3765bccfdc002160ac1ee0a3,True,FALSE,FALSE,TRUE,12,128.179,inheritance,3,4,1,1,52,FALSE,Average Income,0,1,FALSE
1313ae77d2b66abe35039b969d7e52b9,True,TRUE,FALSE,FALSE,10,129.251,luck,3,5,1,6,54,FALSE,Average Income,2,0.6666666666666666,TRUE
13e164a0d912d22c2517d43790011f09,True,FALSE,FALSE,TRUE,6,109.511,inheritance,2,4,1,5,54,FALSE,Low Income,6,0,FALSE
13fed4830746d5135014aced37c084f7,True,FALSE,TRUE,FALSE,12,86.047,merit,1,5,1,2,53,TRUE,Low Income,0,1,TRUE
141f7a4f28435d8401646209eb3ec587,True,FALSE,FALSE,TRUE,6,80.332,inheritance,0,1,1,0,22,TRUE,NA,6,0,FALSE
14bfdd4679f8af72fdabeee2e82af5fd,True,TRUE,FALSE,FALSE,6,190.219,luck,1,3,1,2,31,FALSE,Low Income,6,0,FALSE
15cdfa933291bce6162a79908963daa9,True,FALSE,TRUE,FALSE,12,39.661,merit,2,5,1,1,46,FALSE,Low Income,0,1,TRUE
166c99561d69c0bdccd58237c69cd9e2,True,TRUE,FALSE,FALSE,6,84.437,luck,2,5,1,4,49,FALSE,Low Income,6,0,TRUE
1725eec7f3cfcbfb414d5cd33190ced9,True,FALSE,FALSE,TRUE,12,111.005,inheritance,1,5,1,2,66,FALSE,Low Income,0,1,TRUE
1755f87f1ed8c995c6620cd7a8abd7f2,True,FALSE,TRUE,FALSE,12,77.895,merit,3,4,1,3,35,TRUE,Average Income,0,1,FALSE
17606cd50fee6b930af718eaa889af9c,True,TRUE,FALSE,FALSE,6,100.895,luck,1,1,1,0,38,TRUE,Low Income,6,0,FALSE
17840537f8a6270b6b3be3e05281162a,True,FALSE,TRUE,FALSE,12,51.055,merit,4,6,1,1,58,TRUE,High Income,0,1,TRUE
18afcea1663068b9444c192d5484a791,True,FALSE,TRUE,FALSE,12,52.749,merit,4,5,1,3,42,FALSE,High Income,0,1,TRUE
19a1bcef5fd1745d6ff96b91b5169259,True,FALSE,TRUE,FALSE,10,69.217,merit,3,3,1,2,60,FALSE,Average Income,2,0.6666666666666666,FALSE
1bec132838275844b1c9c0fd1d19bdc7,True,TRUE,FALSE,FALSE,8,86.858,luck,1,1,1,4,35,TRUE,Low Income,4,0.3333333333333333,FALSE
1c351cf40d92f6bbaf24a66b3885bc12,True,FALSE,TRUE,FALSE,6,60.737,merit,3,5,1,0,26,FALSE,Average Income,6,0,TRUE
1c82611b8543f8f6481e3c9a31abf0a0,True,TRUE,FALSE,FALSE,10,178.355,luck,1,5,1,1,22,FALSE,Low Income,2,0.6666666666666666,TRUE
1f4921dd66370d2956634ef6eddb8d13,True,TRUE,FALSE,FALSE,10,109.185,luck,3,3,1,1,19,FALSE,Average Income,2,0.6666666666666666,FALSE
200a833463589cf938fca08614b5799d,True,FALSE,FALSE,TRUE,8,126.346,inheritance,3,4,1,1,70,FALSE,Average Income,4,0.3333333333333333,FALSE
20aae4e8f6b7b48d922bcb7d31f7e73e,True,FALSE,TRUE,FALSE,6,132.348,merit,2,5,1,1,70,TRUE,Low Income,6,0,TRUE
20e4f9a9702dd47c6cf540a0fa4ad982,True,FALSE,TRUE,FALSE,8,84.469,merit,4,4,1,4,41,FALSE,High Income,4,0.3333333333333333,FALSE
20fa65a47305ac71d04c90dd2679cfa2,True,FALSE,TRUE,FALSE,8,124.62,merit,4,5,1,2,41,TRUE,High Income,4,0.3333333333333333,TRUE
21554d4aed1e320aeb9233f11ffec419,True,FALSE,FALSE,TRUE,12,115.933,inheritance,0,5,1,0,31,TRUE,NA,0,1,TRUE
22f4fca3203ba7d263e1f4a92541de6c,True,FALSE,FALSE,TRUE,6,31.926,inheritance,2,5,1,2,35,TRUE,Low Income,6,0,TRUE
23a8db2b4858e70fddfa2919f06f00b1,True,FALSE,TRUE,FALSE,8,74.234,merit,4,1,1,1,65,FALSE,High Income,4,0.3333333333333333,FALSE
240a37708adebd0875f13269e01a40a2,True,FALSE,TRUE,FALSE,0,44.35,merit,2,6,1,1,66,TRUE,Low Income,12,1,TRUE
245e2e9afd17925e9219c38b365c183d,True,TRUE,FALSE,FALSE,0,8.9,luck,6,4,1,1,19,TRUE,NA,12,1,FALSE
27b5d9f5d6f9de1d8b3562f25b4ea48e,True,FALSE,TRUE,FALSE,12,80.091,merit,3,5,1,2,34,TRUE,Average Income,0,1,TRUE
27eb1a46dfe0257dfe21b4d51437f13d,True,TRUE,FALSE,FALSE,12,86.604,luck,1,1,1,1,27,FALSE,Low Income,0,1,FALSE
28c54876943de4617e0e06a946e49c22,True,FALSE,TRUE,FALSE,10,61.347,merit,2,4,1,3,40,TRUE,Low Income,2,0.6666666666666666,FALSE
29dafb41fdabcf3115cdc57264b46988,True,FALSE,TRUE,FALSE,12,156.819,merit,2,5,1,3,36,TRUE,Low Income,0,1,TRUE
2a4d42efa91819a3f07726d48574ac51,True,TRUE,FALSE,FALSE,6,87.477,luck,1,3,1,1,34,FALSE,Low Income,6,0,FALSE
2b19683abda00383acc0d51cbc6be2c7,True,FALSE,FALSE,TRUE,12,119.508,inheritance,1,3,1,6,41,TRUE,Low Income,0,1,FALSE
2b656b2054e57509c4d298ff4e000bd2,True,FALSE,FALSE,TRUE,6,136.771,inheritance,4,4,1,3,53,FALSE,High Income,6,0,FALSE
2c43395fccb9d2beb02bcbf418ec49d3,True,FALSE,TRUE,FALSE,6,822.39,merit,1,5,1,1,32,TRUE,Low Income,6,0,TRUE
2df9e459af0d59962a7cd5824f30f4a1,True,TRUE,FALSE,FALSE,8,72.78,luck,3,5,1,1,36,FALSE,Average Income,4,0.3333333333333333,TRUE
2e5cbbb131b5641730ed5711cda836f0,True,FALSE,FALSE,TRUE,8,102.939,inheritance,4,4,1,4,50,FALSE,High Income,4,0.3333333333333333,FALSE
2e7e7f4c80b2f035b8176c0fe1e01813,True,FALSE,FALSE,TRUE,6,114.193,inheritance,3,6,1,3,35,FALSE,Average Income,6,0,TRUE
2ee3427ca21bae8047b85680d623eef6,True,FALSE,FALSE,TRUE,8,217.828,inheritance,3,5,1,2,28,FALSE,Average Income,4,0.3333333333333333,TRUE
2f98f226c477633877111a61285f1ba7,True,TRUE,FALSE,FALSE,6,54.842,luck,2,3,1,3,24,FALSE,Low Income,6,0,FALSE
31dad1573ffde0c4117bf4f1e51e0852,True,FALSE,TRUE,FALSE,8,70.974,merit,4,4,1,4,59,FALSE,High Income,4,0.3333333333333333,FALSE
32c830a602f7de7b9e91ee0e3050affc,True,TRUE,FALSE,FALSE,8,96.478,luck,4,5,1,3,47,TRUE,High Income,4,0.3333333333333333,TRUE
32c929003af458aa1e14ee80bbce5c79,True,FALSE,FALSE,TRUE,6,68.043,inheritance,4,3,1,4,36,TRUE,High Income,6,0,FALSE
32ec2797abd82fa64cf9d93fa41f41d7,True,FALSE,TRUE,FALSE,10,152.394,merit,1,3,1,2,42,TRUE,Low Income,2,0.6666666666666666,FALSE
335f09ffc9cce081ee4126c57925ae3d,True,TRUE,FALSE,FALSE,12,616.294,luck,1,5,1,1,52,TRUE,Low Income,0,1,TRUE
340cf2fe74e2972ace09c592eaf24181,True,FALSE,FALSE,TRUE,6,54.718,inheritance,2,3,1,1,25,FALSE,Low Income,6,0,FALSE
3570386e02f89b9004e44811b8756ee3,True,FALSE,FALSE,TRUE,6,403.325,inheritance,1,3,1,1,23,TRUE,Low Income,6,0,FALSE
362b3053e6d3c3f378dc144fe1f01a69,True,TRUE,FALSE,FALSE,6,110.296,luck,2,5,1,1,48,TRUE,Low Income,6,0,TRUE
3742f31f4be2e03cf8de1bc371b943eb,True,FALSE,TRUE,FALSE,8,131.674,merit,2,4,1,2,51,TRUE,Low Income,4,0.3333333333333333,FALSE
3756dfc8c8907e0429bc1c59a8fcb00a,True,FALSE,TRUE,FALSE,8,90.63,merit,6,2,1,1,33,FALSE,NA,4,0.3333333333333333,FALSE
39965218d09991e4c4548b068e84d741,True,FALSE,TRUE,FALSE,6,80.907,merit,2,5,1,2,22,TRUE,Low Income,6,0,TRUE
3b2c09b5bd11dea4e144f18a84dbf9b3,True,FALSE,TRUE,FALSE,8,23.381,merit,2,3,1,0,25,FALSE,Low Income,4,0.3333333333333333,FALSE
3c1c81958fdcac4eb274b5bcccfd2bff,True,FALSE,FALSE,TRUE,6,25.901,inheritance,3,5,1,1,23,FALSE,Average Income,6,0,TRUE
3d144dbb0b18276f12a6920d865b0c14,True,TRUE,FALSE,FALSE,6,72.825,luck,4,2,1,0,38,FALSE,High Income,6,0,FALSE
3e1361e96e605ea38655ebec2ecdcf16,True,FALSE,FALSE,TRUE,8,98.116,inheritance,2,3,1,1,23,FALSE,Low Income,4,0.3333333333333333,FALSE
3f0ac2e7f78887f99754559dfa86312f,True,FALSE,FALSE,TRUE,12,147.809,inheritance,1,2,1,1,62,FALSE,Low Income,0,1,FALSE
3fbb9b9088a9927caf833bae21d37243,True,FALSE,FALSE,TRUE,10,60.525,inheritance,1,6,1,3,51,TRUE,Low Income,2,0.6666666666666666,TRUE
3fd60983292458bf7dee75f12d5e9e05,True,TRUE,FALSE,FALSE,12,63.449,luck,1,5,1,1,65,FALSE,Low Income,0,1,TRUE
42578634117800574118e9e8c8ffcbb7,True,FALSE,FALSE,TRUE,6,244.844,inheritance,3,6,1,4,42,TRUE,Average Income,6,0,TRUE
4406fdc9126a04e1cfd8e03daf28c801,True,FALSE,FALSE,TRUE,12,58.435,inheritance,2,5,1,7,40,FALSE,Low Income,0,1,TRUE
441c5714759591a1d506205551941c02,True,TRUE,FALSE,FALSE,6,88.214,luck,5,5,1,1,66,FALSE,High Income,6,0,TRUE
44a3408a9a03ebf20d60c19159b7baf2,True,FALSE,TRUE,FALSE,10,15.089,merit,1,2,1,1,69,FALSE,Low Income,2,0.6666666666666666,FALSE
4510bb3ced2559962ecd4a20c7752a39,True,TRUE,FALSE,FALSE,12,142.58,luck,2,5,1,2,42,TRUE,Low Income,0,1,TRUE
454c2ed74922e07eece878168d7af5e2,True,FALSE,FALSE,TRUE,12,110.735,inheritance,4,5,1,2,53,FALSE,High Income,0,1,TRUE
4631ce217958bde8a8982c146100e0a8,True,FALSE,TRUE,FALSE,6,113.292,merit,1,4,1,1,35,FALSE,Low Income,6,0,FALSE
463639cc119cde35f927e93b3c1bea63,True,FALSE,TRUE,FALSE,6,72.795,merit,5,4,1,1,66,TRUE,High Income,6,0,FALSE
464708888f63c8817592fca6e94371a0,True,FALSE,FALSE,TRUE,12,64.372,inheritance,5,6,1,3,37,FALSE,High Income,0,1,TRUE
476507e83463f52d76b2c6f96d108f4d,True,FALSE,TRUE,FALSE,8,107.866,merit,4,4,1,1,70,TRUE,High Income,4,0.3333333333333333,FALSE
4823aad279f1f5b39e7747493ea0627a,True,FALSE,TRUE,FALSE,12,210.72,merit,4,5,1,1,71,FALSE,High Income,0,1,TRUE
48b6ed34f61d10196310f887b90735b4,True,TRUE,FALSE,FALSE,6,29.843,luck,3,3,1,1,25,FALSE,Average Income,6,0,FALSE
49f973235071596a361deef7a2fd6f8d,True,FALSE,TRUE,FALSE,10,70.901,merit,1,3,1,0,26,FALSE,Low Income,2,0.6666666666666666,FALSE
4a0d558ac695d3d4ee123c7dc636bc00,True,FALSE,TRUE,FALSE,8,202.582,merit,2,3,1,1,54,TRUE,Low Income,4,0.3333333333333333,FALSE
4ac6cf3f9114790e45e78454b67cc7eb,True,FALSE,FALSE,TRUE,10,123.353,inheritance,4,5,1,3,56,FALSE,High Income,2,0.6666666666666666,TRUE
4d1169f35d89d480a5aa2a9dd5dd6e9a,True,TRUE,FALSE,FALSE,10,18.611,luck,1,3,1,1,28,FALSE,Low Income,2,0.6666666666666666,FALSE
4d3233da687b1e754ab1565cc41cad2a,True,FALSE,TRUE,FALSE,12,60.771,merit,1,5,1,2,28,FALSE,Low Income,0,1,TRUE
522f34286b143b160c3623084e9faad0,True,TRUE,FALSE,FALSE,12,52.944,luck,2,5,1,2,25,FALSE,Low Income,0,1,TRUE
54ae3329316a89a8a0710e1e11d56ab9,True,FALSE,TRUE,FALSE,12,73.674,merit,3,1,1,2,30,FALSE,Average Income,0,1,FALSE
54ddcf4f3a4d89b072a5dfea79e194c5,True,TRUE,FALSE,FALSE,12,70.552,luck,6,3,1,1,34,FALSE,NA,0,1,FALSE
57505dfe62c0b54dd3c9d17e5822e7ab,True,FALSE,TRUE,FALSE,10,122.063,merit,6,4,1,1,24,FALSE,NA,2,0.6666666666666666,FALSE
578152ca9ef8dc1ce47afc8f51e6a30f,True,FALSE,FALSE,TRUE,8,195.765,inheritance,4,5,1,1,27,FALSE,High Income,4,0.3333333333333333,TRUE
57bf758c230dad2900b81238c0552219,True,FALSE,TRUE,FALSE,8,116.607,merit,6,3,1,3,53,TRUE,NA,4,0.3333333333333333,FALSE
585d3bd7fe992e016c7cbe4126072c65,True,TRUE,FALSE,FALSE,12,279.755,luck,3,5,1,3,54,FALSE,Average Income,0,1,TRUE
58b7f648ef4ae07f8cee4dca574af93b,True,TRUE,FALSE,FALSE,6,226.14,luck,2,3,1,1,21,TRUE,Low Income,6,0,FALSE
58c44dd92aaeea36a52566841e1960b7,True,FALSE,FALSE,TRUE,6,182.913,inheritance,2,5,1,2,35,FALSE,Low Income,6,0,TRUE
5a94c14799df3a4bcff54a52779b4381,True,FALSE,FALSE,TRUE,6,179.462,inheritance,2,5,1,1,63,TRUE,Low Income,6,0,TRUE
5aa71d6613ce0fe6059fd5d7ca902926,True,TRUE,FALSE,FALSE,8,439.839,luck,3,3,1,3,47,TRUE,Average Income,4,0.3333333333333333,FALSE
5b42a20d742120d4f2385b31b4aeb907,True,FALSE,TRUE,FALSE,8,81.18,merit,2,3,1,1,22,TRUE,Low Income,4,0.3333333333333333,FALSE
5cd4e7117036f0f4f018c1a14674ed28,True,FALSE,FALSE,TRUE,12,63.501,inheritance,1,6,1,1,45,FALSE,Low Income,0,1,TRUE
5cf692b6e09773478637b312c30ef8d9,True,TRUE,FALSE,FALSE,12,84.164,luck,4,1,1,1,38,TRUE,High Income,0,1,FALSE
5e43e965c4bc2192c6902652ebaacabf,True,TRUE,FALSE,FALSE,6,117.579,luck,1,4,1,1,42,FALSE,Low Income,6,0,FALSE
5ecef9d5c6ea58c48cbe46b11996cd39,True,FALSE,TRUE,FALSE,8,83.076,merit,3,4,1,1,33,TRUE,Average Income,4,0.3333333333333333,FALSE
5f182df0b6904bf4034a57768f74a85e,True,TRUE,FALSE,FALSE,6,225.152,luck,4,5,1,4,36,FALSE,High Income,6,0,TRUE
5f6371c9126149517d9ba475def53139,True,TRUE,FALSE,FALSE,6,55.112,luck,4,5,1,3,56,FALSE,High Income,6,0,TRUE
617b666ff4f5e0accc3db76585bb8703,True,FALSE,TRUE,FALSE,8,49.135,merit,2,5,1,3,49,TRUE,Low Income,4,0.3333333333333333,TRUE
624ab3a08ee5b566e6b5679e9e8a7168,True,FALSE,TRUE,FALSE,12,103.679,merit,5,6,1,1,69,TRUE,High Income,0,1,TRUE
63ceb46495fb714da7b8558af769ee85,True,FALSE,TRUE,FALSE,12,48.607,merit,4,6,1,4,33,TRUE,High Income,0,1,TRUE
6628e95c8fb91840bae4db0c18ad3a5c,True,FALSE,FALSE,TRUE,6,99.613,inheritance,2,4,1,1,53,TRUE,Low Income,6,0,FALSE
6a39475166d6bbe3a2ba49e254a0f3e5,True,FALSE,TRUE,FALSE,8,61.53,merit,1,3,1,1,19,FALSE,Low Income,4,0.3333333333333333,FALSE
6aa1c06eb1faef1a175d62082055b1d8,True,FALSE,FALSE,TRUE,8,100.901,inheritance,0,3,1,1,18,TRUE,NA,4,0.3333333333333333,FALSE
6b0610101b698164b71553728c7cb5a9,True,FALSE,TRUE,FALSE,12,78.254,merit,4,5,1,9,37,TRUE,High Income,0,1,TRUE
6b393bad201dd537c4d88ab73e3dc256,True,TRUE,FALSE,FALSE,12,416.852,luck,1,4,1,1,23,FALSE,Low Income,0,1,FALSE
6c68dc52ad0c729e02b4f9390b0243af,True,TRUE,FALSE,FALSE,10,87.078,luck,2,3,1,2,29,TRUE,Low Income,2,0.6666666666666666,FALSE
6d0a5a054bbe3dfe06aaa86f1538dc5f,True,FALSE,TRUE,FALSE,12,66.878,merit,4,5,1,5,50,TRUE,High Income,0,1,TRUE
6d94fc6caba71e510b98daec00b355d5,True,TRUE,FALSE,FALSE,6,234.77,luck,0,1,1,0,20,TRUE,NA,6,0,FALSE
6e48431a34cc92fef202946e6a195fd4,True,FALSE,FALSE,TRUE,6,103.388,inheritance,3,6,1,3,50,TRUE,Average Income,6,0,TRUE
6fac43795f74622bf6206a49e11772b1,True,FALSE,FALSE,TRUE,12,121.471,inheritance,4,3,1,1,64,FALSE,High Income,0,1,FALSE
7174cec589c05fd8dfabed53dcd67d5a,True,FALSE,TRUE,FALSE,8,61.8,merit,1,3,1,3,32,TRUE,Low Income,4,0.3333333333333333,FALSE
72fb4fd3d4e0025c91bf610ed71b5149,True,FALSE,TRUE,FALSE,8,186.8,merit,1,3,1,1,21,TRUE,Low Income,4,0.3333333333333333,FALSE
764188f9ded729b81e8ac37d5589c2e7,True,TRUE,FALSE,FALSE,6,74.981,luck,3,5,1,2,55,FALSE,Average Income,6,0,TRUE
77f0d37f06a1f77a69d731c5e4fd7ba4,True,FALSE,TRUE,FALSE,12,55.939,merit,2,4,1,1,21,FALSE,Low Income,0,1,FALSE
784efe2c21fdd08f20bce47cf22af7cd,True,TRUE,FALSE,FALSE,6,87.049,luck,1,3,1,2,58,TRUE,Low Income,6,0,FALSE
7a0ceb03c4f8572833ceb0bc24431e6b,True,FALSE,FALSE,TRUE,12,202.764,inheritance,4,4,1,1,53,TRUE,High Income,0,1,FALSE
7a6f5b673d750b459b8d4ef84f7cb856,True,FALSE,FALSE,TRUE,6,121.224,inheritance,2,4,1,2,58,FALSE,Low Income,6,0,FALSE
7a7e74dd8f0bd7f927e4f5bde617713c,True,FALSE,TRUE,FALSE,10,8.895,merit,3,2,1,1,30,FALSE,Average Income,2,0.6666666666666666,FALSE
7abdeef7587082309dbce01de6c77ca3,True,TRUE,FALSE,FALSE,10,34.895,luck,3,6,1,0,28,TRUE,Average Income,2,0.6666666666666666,TRUE
7bf340d0b13165b1011002ae892af011,True,FALSE,FALSE,TRUE,6,1149.73,inheritance,1,3,1,3,18,TRUE,Low Income,6,0,FALSE
7c2b3efa3743510d6fdad5c7b65a4f09,True,FALSE,TRUE,FALSE,12,52.043,merit,4,6,1,2,36,TRUE,High Income,0,1,TRUE
7e980c0ebff1d67e124d6bf0dcf35565,True,FALSE,TRUE,FALSE,6,108.835,merit,6,3,1,3,42,TRUE,NA,6,0,FALSE
802774cd9653289e309e02357b2c4d20,True,FALSE,FALSE,TRUE,6,192.768,inheritance,2,5,1,6,37,TRUE,Low Income,6,0,TRUE
81e1445fb252594976a6a1956a85d7d2,True,FALSE,FALSE,TRUE,12,153.639,inheritance,4,5,1,3,33,FALSE,High Income,0,1,TRUE
